Title,Type,Year,Rating,Votes,Genre
Tim's Vermeer,movie,2013,7.8,8713.0,Documentary
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,movie,2013,7.8,4523.0,Animation
Midshipman Easy,movie,1935,5.5,227.0,Adventure
Se non avessi più te,movie,1965,5.7,88.0,Comedy
For All the Gold in the World,movie,1968,5.1,105.0,Comedy
Il suo nome è Donna Rosa,movie,1969,4.9,83.0,Comedy
Fotoromanzo,movie,1986,4.9,77.0,Comedy
Enzo Avitabile Music Life,movie,2012,6.6,138.0,Documentary
Penny Paradise,movie,1938,6.2,251.0,Comedy
Rhymes for Young Ghouls,movie,2013,6.5,1537.0,Crime
Chef,movie,2014,7.3,242970.0,Adventure
Perdono,movie,1966,5.4,63.0,Comedy
The Powerpuff Girls: 'Twas the Fight Before Christmas,movie,2003,7.1,730.0,Action
Masterminds,movie,2015,5.8,63548.0,Biography
Un week-end sur deux,movie,1990,5.7,253.0,Drama
Words and Pictures,movie,2013,6.6,11788.0,Comedy
The Armstrong Lie,movie,2013,7.2,8186.0,Biography
Hide and Seek,movie,2013,6.3,2513.0,Horror
Cine Holliúdy,movie,2012,6.9,1269.0,Comedy
Sincerely Charlotte,movie,1985,5.2,237.0,Drama
Zone Pro Site: The Moveable Feast,movie,2013,6.5,713.0,Comedy
Ted 2,movie,2015,6.3,248867.0,Comedy
Hwayi: A Monster Boy,movie,2013,7.0,5718.0,Action
I Don't Know Whether to Slit My Wrists or Leave Them Long,movie,2013,6.9,1976.0,Comedy
By the River,movie,2013,6.0,28.0,Drama
Madras Cafe,movie,2013,7.6,25969.0,Action
Barcelona Summer Night,movie,2013,6.2,1468.0,Comedy
The Amazing Catfish,movie,2013,7.0,2180.0,Comedy
Fifty Shades of Grey,movie,2015,4.2,347289.0,Drama
Ghost Child,movie,2013,4.9,150.0,Horror
Into the Storm,movie,2014,5.8,73272.0,Action
Giraffada,movie,2013,6.3,316.0,Drama
Paradise,movie,2013,6.3,762.0,Comedy
Mike Birbiglia: My Girlfriend's Boyfriend,movie,2013,7.9,3808.0,Comedy
Vinyl Days,movie,2012,6.8,1254.0,Comedy
Sohni Mahiwal,movie,1984,6.1,442.0,Action
A Real Life,movie,2009,6.1,200.0,Crime
Markova: Comfort Gay,movie,2000,7.0,236.0,Biography
Satyagraha,movie,2013,5.9,5492.0,Drama
"Hope God Loves You, Mom",movie,2013,7.2,51.0,Adventure
La tahzan,movie,2013,6.5,101.0,Drama
Cinta Brontosaurus,movie,2013,6.0,473.0,Comedy
KL Gangster 2,movie,2013,5.6,367.0,Action
Spray of the Days,movie,1968,5.3,206.0,Comedy
A Moment of Romance II,movie,1993,6.1,326.0,Action
Trailer Park Boys: Xmas Special,movie,2004,8.0,4098.0,Comedy
One Who Set Forth: Wim Wenders' Early Years,movie,2007,7.0,157.0,Documentary
Let's Calm Down and Drink Fresh in Saint-Tropez,movie,1987,3.6,382.0,Comedy
Spare,movie,2008,5.7,22.0,Action
Chhota Bheem aur Krishna: Mayanagari,movie,2011,7.3,337.0,Action
The Letters,movie,2014,6.2,1137.0,Drama
Coboy Junior: The Movie,movie,2013,4.0,200.0,Drama
Refrain,movie,2013,6.0,176.0,Drama
Ummah - Unter Freunden,movie,2013,6.4,853.0,Comedy
Doraemon: Nobita's Secret Gadget Museum,movie,2013,7.0,1529.0,Action
Freaks of Nature,movie,2015,5.9,13963.0,Comedy
Rock and Roll's Greatest Failure: Otway the Movie,movie,2013,7.6,601.0,Documentary
Manusia Setengah Salmon,movie,2013,5.7,191.0,Comedy
Elvira,movie,2013,6.2,57.0,Drama
Eyjafjallajökull,movie,2013,5.6,4542.0,Comedy
Pulling Strings,movie,2013,6.1,2056.0,Comedy
Hur många kramar finns det i världen?,movie,2013,4.9,618.0,Comedy
A Coleção Invisível,movie,2012,7.0,189.0,Drama
The Face Reader,movie,2013,6.8,3066.0,Action
Grand Piano,movie,2013,5.9,20115.0,Drama
The Midas Touch,movie,2013,4.9,217.0,Comedy
Ismael,movie,2013,6.3,1203.0,Drama
London Fields,movie,2018,3.9,12740.0,Crime
When We Were Boys,movie,2013,6.3,435.0,Comedy
The Stolen Years,movie,2013,6.2,1369.0,Romance
The Wedding Diary,movie,2012,6.5,91.0,Comedy
Detective Downs,movie,2013,5.3,594.0,Comedy
A Place Nearby,movie,2000,6.1,300.0,Drama
The Extra Day,movie,1956,5.7,192.0,Comedy
Rurouni Kenshin Part II: Kyoto Inferno,movie,2014,7.5,19269.0,Action
Rurouni Kenshin: The Legend Ends,movie,2014,7.5,15475.0,Action
Las maestras de la República,movie,2013,6.3,135.0,Documentary
The Fashioned in Saint-Tropez,movie,1983,3.9,372.0,Comedy
Wer,movie,2013,5.9,10370.0,Action
About Last Night,movie,2014,6.0,25587.0,Comedy
Aloha,movie,2015,5.4,76120.0,Comedy
While the Door Was Locked,movie,1946,7.0,266.0,Drama
The White Cat,movie,1950,6.2,190.0,Drama
Time and the Wind,movie,2013,6.7,955.0,Drama
Ghadi,movie,2013,7.3,1258.0,Comedy
Connecting Rooms,movie,1970,6.4,962.0,Drama
Sausage Party,movie,2016,6.1,220091.0,Adventure
Barber's Tales,movie,2013,7.7,314.0,Drama
Attarintiki Daredi,movie,2013,7.3,10260.0,Action
The Clerics,movie,2013,6.9,198.0,Action
Head in the Clouds,movie,2012,7.0,82.0,Drama
"Honey, Scare Me",movie,1958,4.4,53.0,Comedy
Non-Stop,movie,2014,6.9,282555.0,Action
Macbeth,movie,2015,6.6,60789.0,Drama
Sex Tape,movie,2014,5.1,121026.0,Comedy
L'addition,movie,1984,5.7,318.0,Drama
Michael,movie,2011,5.2,1171.0,Drama
Life Feels Good,movie,2013,7.6,3360.0,Drama
Blind Intersections,movie,2012,6.5,208.0,Drama
Tammy,movie,2014,4.9,56153.0,Comedy
The Mysterious Boy,movie,2013,6.3,415.0,Adventure
The Little Penguin Pororo's Racing Adventure,movie,2013,5.2,271.0,Animation
The Closed Circuit,movie,2013,6.8,1745.0,Action
Rita the Mosquito,movie,1966,5.5,189.0,Comedy
Endless Love,movie,2014,6.2,48562.0,Drama
Ramayya Vastavayya,movie,2013,5.1,2483.0,Action
Ivan the Powerful,movie,2013,7.4,423.0,Adventure
The Giver,movie,2014,6.4,128690.0,Drama
Horrible Bosses 2,movie,2014,6.3,189892.0,Comedy
Barbie & Her Sisters in a Pony Tale,movie,2013,6.1,1618.0,Animation
Unbroken,movie,2014,7.2,191225.0,Biography
Tough as Iron,movie,2013,6.0,361.0,Action
Tattoo,movie,2013,7.2,2279.0,Drama
The Nut Job,movie,2014,5.7,31397.0,Adventure
A Esperança é a Última que Morre,movie,2015,4.8,139.0,Comedy
Men Are from Mars... And That's Where I'm Going!,movie,2014,6.1,1362.0,Comedy
Yogi,movie,2007,4.6,997.0,Action
Fury,movie,2014,7.6,581248.0,Action
Meus Dois Amores,movie,2012,5.6,58.0,Comedy
Home,movie,2015,6.5,116838.0,Adventure
The SpongeBob Movie: Sponge Out of Water,movie,2015,6.0,64800.0,Adventure
Sister Dulce: The Angel from Brazil,movie,2014,7.1,303.0,Biography
Isolados,movie,2014,5.3,563.0,Horror
Till Luck Do Us Part 2,movie,2013,5.0,1711.0,Comedy
Muita Calma Nessa Hora 2,movie,2014,4.9,436.0,Comedy
Trust Me,movie,2014,6.5,692.0,Drama
Meu Passado Me Condena: O Filme,movie,2013,5.8,2573.0,Comedy
Boss,movie,2013,5.1,12591.0,Action
Detective Conan: Private Eye in the Distant Sea,movie,2013,6.5,1802.0,Action
The Interview,movie,2014,6.5,367858.0,Action
The Kiyosu Conference,movie,2013,6.4,686.0,Comedy
The Mighty Spirit,movie,1999,7.7,324.0,Documentary
The Apology King,movie,2013,6.4,450.0,Comedy
Magic in the Moonlight,movie,2014,6.5,72423.0,Comedy
Han Gong-ju,movie,2013,7.2,3027.0,Crime
Värmlänningarna,movie,1957,6.0,57.0,Drama
Love Is Not a Game,movie,1971,4.9,84.0,Drama
Assault and Battery,movie,1969,6.3,124.0,Drama
She's the One,movie,2013,6.3,286.0,Comedy
Blood and Ties,movie,2013,6.4,1581.0,Drama
Heidi,movie,2001,5.6,135.0,Comedy
Aziz Ansari: Buried Alive,movie,2013,7.2,4188.0,Comedy
Big Game,movie,2014,5.4,36522.0,Action
Mannenharten,movie,2013,5.7,2342.0,Comedy
Heavenly Shift,movie,2013,7.4,3033.0,Comedy
Longkai,movie,2013,5.1,59.0,Action
Louis & Luca and the Snow Machine,movie,2013,6.8,2201.0,Animation
Sole a catinelle,movie,2013,6.4,7403.0,Comedy
Tampan Tailor,movie,2013,7.2,183.0,Drama
The Teckman Mystery,movie,1954,6.2,613.0,Crime
Recycling Lily,movie,2013,6.3,111.0,Comedy
1er amour,movie,2013,5.8,271.0,Drama
Gimme Shelter,movie,2013,6.4,9662.0,Drama
Tjoet Nja' Dhien,movie,1988,7.8,566.0,Drama
Handle Me with Care,movie,2008,7.1,111.0,Drama
Blended,movie,2014,6.5,152421.0,Comedy
The Holy Man III,movie,2010,5.4,64.0,Comedy
Cowboys,movie,2013,7.0,1141.0,Comedy
Suck Me Shakespeer,movie,2013,6.9,33246.0,Comedy
On fait comme on a dit,movie,2000,4.7,118.0,Comedy
Must Be... Love,movie,2013,6.5,664.0,Comedy
The Fade,movie,2012,5.9,29.0,Comedy
Cold Harbour,movie,2013,5.1,237.0,Action
This Is My Street,movie,1964,6.5,273.0,Drama
The Shiralee,movie,1957,6.6,436.0,Drama
Jazzgossen,movie,1958,6.2,231.0,Drama
The Little Ghost,movie,2013,5.6,703.0,Family
Baxter!,movie,1973,7.0,385.0,Drama
Addicted,movie,2014,5.0,12807.0,Drama
The Holy Man,movie,2005,5.9,171.0,Comedy
One Step Beyond: The True Story of Géraldine Fasnacht,movie,2012,7.8,55.0,Documentary
Commitment,movie,2013,6.7,5042.0,Action
Madly in Love,movie,2010,6.3,58.0,Comedy
Bha Ji in Problem,movie,2013,7.1,1147.0,Comedy
The Five,movie,2013,6.5,1028.0,Action
Stay Away from Me,movie,2013,5.8,917.0,Comedy
Let's Be Happy,movie,1957,5.6,266.0,Comedy
Rattle of a Simple Man,movie,1964,6.7,345.0,Comedy
Spanish Affair,movie,2014,6.5,19194.0,Comedy
Sally in Our Alley,movie,1931,5.8,155.0,Comedy
"Love, Life & Laughter",movie,1934,5.6,75.0,Comedy
The Show Goes On,movie,1937,6.1,76.0,Musical
Heaven Is for Real,movie,2014,5.9,29442.0,Biography
Diaries of Letters to God,movie,2011,6.1,131.0,Biography
Gori Tere Pyaar Mein!,movie,2013,4.9,4287.0,Comedy
Bosta,movie,2005,6.4,645.0,Musical
Mimi,movie,1935,5.1,128.0,Drama
Young Wives' Tale,movie,1951,5.5,485.0,Comedy
The 4 Movie,movie,2011,5.4,68.0,Horror
Marriage Blue,movie,2013,6.1,257.0,Comedy
3 Peas in a Pod,movie,2013,6.9,51.0,Drama
A Pelada,movie,2013,5.3,72.0,Comedy
Maria Mariana,movie,1996,6.3,46.0,Action
Maria Mariana II,movie,1998,6.5,39.0,Action
Friend 2,movie,2013,6.2,679.0,Action
The Kindergarten,movie,2009,6.2,27.0,Comedy
Hubert und Staller - Die ins Gras beißen,movie,2013,7.1,207.0,Comedy
Bitter Springs,movie,1950,6.1,212.0,Adventure
Underground Guerrillas,movie,1943,6.1,200.0,Drama
The Cobbler,movie,2014,5.8,62940.0,Comedy
Micky Flanagan: Back in the Game Live,movie,2013,7.7,507.0,Comedy
Sean Lock: Purple Van Man,movie,2013,6.8,317.0,Comedy
Why Bother to Knock!,movie,1961,5.1,268.0,Comedy
"I Do, I Do",movie,2005,5.6,83.0,Comedy
Yam yasothon 3,movie,2013,6.5,67.0,Comedy
Self/less,movie,2015,6.5,106017.0,Action
The Purge: Anarchy,movie,2014,6.4,168459.0,Action
Spy,movie,2015,7.0,268869.0,Action
His Excellency,movie,1952,5.5,122.0,Comedy
Keep Fit,movie,1937,5.8,210.0,Comedy
Ilk Ask,movie,2006,6.7,1904.0,Drama
It Happened in Paris,movie,1935,5.5,165.0,Comedy
Taxi! Taxi!,movie,2013,6.1,93.0,Comedy
Hunter x Hunter: The Last Mission,movie,2013,6.5,3106.0,Action
The Single Moms Club,movie,2014,5.5,7339.0,Comedy
St. Vincent,movie,2014,7.2,111246.0,Comedy
The Best of Me,movie,2014,6.7,79569.0,Drama
Hienas,movie,2009,4.1,57.0,Adventure
Stromberg - The Movie,movie,2014,7.3,8651.0,Comedy
Heart to Heart,movie,1979,6.5,157.0,Comedy
Lucy,movie,2014,6.4,559168.0,Action
Naan Sigappu Manithan,movie,2014,6.5,1243.0,Action
A Most Violent Year,movie,2014,6.9,80025.0,Crime
Regression,movie,2015,5.6,44017.0,Crime
The Outsider,movie,1948,6.8,484.0,Drama
Run All Night,movie,2015,6.6,118214.0,Action
Grazing the Sky,movie,2013,6.8,134.0,Documentary
Beyond the Lights,movie,2014,6.8,18008.0,Drama
Never on the First Night,movie,2014,4.7,864.0,Comedy
The Bag Man,movie,2014,5.2,17598.0,Action
Satya 2,movie,2013,5.8,1084.0,Crime
The Trip to Italy,movie,2014,6.6,16354.0,Comedy
The Babadook,movie,2014,6.8,261665.0,Drama
Tuscan Wedding,movie,2014,5.1,2039.0,Comedy
The Attorney,movie,2013,7.7,8160.0,Crime
The Suspect,movie,2013,6.8,7113.0,Action
Way Back Home,movie,2013,7.5,1541.0,Drama
Ouija,movie,2014,4.5,60252.0,Horror
Nightcrawler,movie,2014,7.8,639531.0,Crime
Keep Watching,movie,2017,4.3,5108.0,Horror
A Complicated Story,movie,2013,5.4,129.0,Drama
When Marnie Was There,movie,2014,7.6,52139.0,Animation
"Io, mammeta e tu",movie,1958,6.0,81.0,Comedy
Lisa dagli occhi blu,movie,1969,4.7,92.0,Comedy
The Bride and the Lover,movie,2013,4.8,47.0,Comedy
Where Hope Grows,movie,2014,6.6,4644.0,Drama
Step Up All In,movie,2014,5.9,36908.0,Drama
The Night We Got the Bird,movie,1961,5.3,120.0,Comedy
Bo Burnham: what.,movie,2013,8.3,13383.0,Comedy
I Know What You Did Last Raya,movie,2004,4.3,91.0,Comedy
Jimi Asmara,movie,1995,7.6,34.0,Drama
Human Capital,movie,2013,7.2,13823.0,Crime
Firestorm,movie,2013,6.2,3128.0,Action
Jai Ho,movie,2014,5.0,21503.0,Action
Twilight Women,movie,1952,6.5,231.0,Crime
Happy Christmas,movie,2014,5.4,9116.0,Comedy
The Hungover Games,movie,2014,3.5,17663.0,Adventure
Gypsy Spirit: Harri Stojka - Eine Reise,movie,2010,7.4,35.0,Documentary
The Captive,movie,2014,5.9,36706.0,Crime
The Skeleton Twins,movie,2014,6.8,45993.0,Comedy
Song One,movie,2014,5.8,10507.0,Drama
Orlie pierko,movie,1972,7.2,106.0,Adventure
Febrayer Al Eswed,movie,2013,7.2,765.0,Comedy
Lang Buana,movie,2003,7.5,49.0,Action
Pontianak Harum Sundal Malam,movie,2004,5.9,199.0,Horror
My Failing Eyesight,movie,2003,7.3,110.0,Drama
The Cracksman,movie,1963,5.9,248.0,Comedy
The King's Daughter,movie,2022,5.2,6783.0,Action
She's Funny That Way,movie,2014,6.1,30057.0,Comedy
Pele: Birth of a Legend,movie,2016,7.1,22203.0,Biography
"France, Incorporated",movie,1974,5.1,231.0,Comedy
Black Sea,movie,2014,6.4,42379.0,Adventure
Tusk,movie,2014,5.4,68896.0,Comedy
Een stukje blauw in de lucht,movie,2007,7.5,30.0,Documentary
Dügün Dernek,movie,2013,6.9,24778.0,Comedy
What We Do in the Shadows,movie,2014,7.6,208538.0,Comedy
Shevernatze un ángel corrupto,movie,2007,6.4,42.0,Comedy
Les passagers de la Grande Ourse,movie,1943,6.3,163.0,Animation
Rectoverso,movie,2013,7.3,259.0,Action
El nino,movie,2014,6.4,6706.0,Action
The Yellow Balloon,movie,1953,6.9,562.0,Crime
Garuda di Dadaku 2,movie,2011,6.3,147.0,Drama
Queen,movie,2013,8.1,69957.0,Adventure
Qué le dijiste a Dios?,movie,2014,4.0,417.0,Comedy
As the Light Goes Out,movie,2014,6.2,1484.0,Action
My Lady Boss,movie,2013,6.4,122.0,Comedy
Status: It's Complicated!,movie,2013,5.0,64.0,Comedy
Le crocodile du Botswanga,movie,2014,5.2,1726.0,Comedy
Barely Lethal,movie,2015,5.4,24008.0,Action
Bibi & Tina,movie,2014,4.9,1024.0,Fantasy
Hitman: Agent 47,movie,2015,5.7,99299.0,Action
Oh My Ghosts!,movie,2009,4.8,334.0,Comedy
Hor taew tak 4,movie,2012,4.9,101.0,Comedy
Final Score,movie,2007,6.9,119.0,Documentary
Wish,movie,2009,6.8,180.0,Drama
Il console italiano,movie,2011,5.5,69.0,Drama
Heaven's Seven,movie,2002,6.1,194.0,Action
Seven Street Fighters,movie,2005,6.0,114.0,Action
Concrete Clouds,movie,2013,6.8,108.0,Drama
The End of the Tour,movie,2015,7.2,33678.0,Biography
Return of the Mafia,movie,2012,4.9,152.0,Comedy
The Diary of a Teenage Girl,movie,2015,6.8,34568.0,Comedy
I Can Quit Whenever I Want,movie,2014,7.0,9980.0,Comedy
"Mary Is Happy, Mary Is Happy",movie,2013,7.0,1100.0,Comedy
Annabelle,movie,2014,5.5,185008.0,Horror
Creep,movie,2014,6.3,76750.0,Horror
E-Team,movie,2014,7.1,963.0,Documentary
The Battered Bastards of Baseball,movie,2014,8.0,4755.0,Documentary
Finding Fela,movie,2014,7.1,875.0,Biography
Mitt,movie,2014,6.8,2675.0,Biography
The Unmatchable Match,movie,1990,6.2,443.0,Action
Great Communist Bank Robbery,movie,2004,7.0,499.0,Documentary
Formalin Man,movie,2004,5.8,38.0,Comedy
The Tin Mine,movie,2005,8.1,837.0,Biography
What Love Means,movie,2005,5.8,85.0,Comedy
Blockbuster,movie,2013,3.6,676.0,Comedy
Hasee Toh Phasee,movie,2014,6.8,17052.0,Comedy
Heart Street,movie,2014,6.3,2207.0,Romance
La mort de Belle,movie,1961,6.8,307.0,Crime
Ça n'arrive qu'à moi,movie,1985,4.2,123.0,Comedy
Hot Young Bloods,movie,2014,6.7,2081.0,Comedy
'71,movie,2014,7.2,63512.0,Action
The Dream Maker,movie,1963,5.7,102.0,Comedy
Entreatos,movie,2004,7.8,448.0,Documentary
Kiki's Delivery Service,movie,2014,5.7,1071.0,Adventure
Get Married If You Can,movie,2014,5.7,1994.0,Comedy
Black mic-mac 2,movie,1988,3.4,39.0,Comedy
Landfall,movie,1949,6.6,268.0,Drama
While We're Young,movie,2014,6.3,54908.0,Comedy
Present Perfect Continuous Tense,movie,2013,4.9,26.0,Drama
Moms' Night Out,movie,2014,5.3,14734.0,Comedy
A Man About the House,movie,1947,6.3,314.0,Drama
In Order of Disappearance,movie,2014,7.1,30231.0,Action
The Wedding Ringer,movie,2015,6.6,82901.0,Comedy
Highway,movie,2014,7.6,31850.0,Crime
Hello Yasothorn 2,movie,2009,6.1,83.0,Comedy
Bride for Rent,movie,2014,6.3,720.0,Comedy
Jailbait,movie,2014,4.3,5677.0,Crime
The Raven on the Jetty,movie,2015,4.8,70.0,Drama
Miss Granny,movie,2014,7.2,4551.0,Comedy
Maestros,movie,2000,6.6,58.0,Comedy
10.000 Km,movie,2014,6.6,5004.0,Comedy
Print the Legend,movie,2014,7.0,2074.0,Biography
Dear Eleanor,movie,2016,5.9,2121.0,Comedy
Everest,movie,2015,7.1,240907.0,Adventure
Alive and Kicking,movie,1958,6.6,396.0,Comedy
That Demon Within,movie,2014,5.9,1583.0,Action
Golden Chickensss,movie,2014,5.6,531.0,Comedy
San Andreas,movie,2015,6.1,267943.0,Action
Department Q: The Absent One,movie,2014,7.1,27732.0,Crime
The Lobster,movie,2015,7.1,320035.0,Drama
Hector and the Search for Happiness,movie,2014,6.9,51544.0,Adventure
The Boy in the Mirror,movie,2014,6.0,272.0,Action
O Candidato Honesto,movie,2014,5.5,1338.0,Comedy
Pitch Perfect 2,movie,2015,6.4,175781.0,Comedy
The Midnight After,movie,2014,5.5,1846.0,Comedy
As Canções,movie,2011,7.9,297.0,Documentary
Torrente 5,movie,2014,5.4,4752.0,Action
The November Man,movie,2014,6.3,72138.0,Action
Kami the Movie,movie,2008,6.4,77.0,Crime
The Forger,movie,2014,5.8,13783.0,Crime
Hello Babies,movie,2014,4.7,190.0,Comedy
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,movie,2013,7.3,2948.0,Adventure
Starting Over Again,movie,2014,6.9,672.0,Comedy
Filhos de João: O Admirável Mundo Novo Baiano,movie,2009,7.4,112.0,Documentary
Ice Soldiers,movie,2013,4.4,3010.0,Action
Hope,movie,2013,8.2,10894.0,Drama
The Reunion 2: The Funeral,movie,2014,5.7,1989.0,Comedy
See No Evil,movie,2014,7.1,161.0,Documentary
It's Complicated,movie,2014,5.4,1005.0,Comedy
Baahubali: The Beginning,movie,2015,8.0,145406.0,Action
Gueros,movie,2014,7.5,5551.0,Comedy
One by Two,movie,2014,3.9,781.0,Comedy
Colette,movie,2013,6.2,655.0,Biography
Tabloid Truth,movie,2014,6.3,462.0,Action
Speed Cross,movie,1980,5.2,146.0,Action
Free to Play,movie,2014,7.6,13660.0,Action
Pagpag: Nine Lives,movie,2013,5.3,467.0,Horror
Focus,movie,2015,6.6,287207.0,Comedy
Ambassada,movie,2013,4.7,776.0,Comedy
Bad Country,movie,2014,5.8,10213.0,Action
Chhota Bheem aur Hanuman,movie,2012,7.1,153.0,Action
Red Army,movie,2014,7.6,7325.0,Biography
Tangos Are for Two,movie,1997,6.8,363.0,Drama
Danny Collins,movie,2015,7.0,34273.0,Comedy
Paul Blart: Mall Cop 2,movie,2015,4.5,42968.0,Action
Zum Zum Zum 2: It'll Happen to You Too,movie,1969,5.3,55.0,Comedy
The Mailbag Robbery,movie,1957,6.2,415.0,Crime
Point Break,movie,2015,5.3,67916.0,Action
Get Hard,movie,2015,6.0,151381.0,Comedy
Boundless,movie,2013,7.3,170.0,Documentary
Jomblo,movie,2006,7.2,391.0,Comedy
Quickie Express,movie,2007,6.9,478.0,Comedy
Question Mark,movie,2011,7.0,302.0,Drama
Three Days to Eternity,movie,2007,7.1,550.0,Comedy
The Sinking of Van Der Wijck,movie,2013,7.7,1716.0,Drama
Sumolah,movie,2007,7.5,65.0,Action
The Intern,movie,2015,7.1,294534.0,Comedy
IRL (In Real Life),movie,2013,5.4,468.0,Drama
A Sight for Sore Eyes,movie,2003,5.4,186.0,Drama
Thread of Lies,movie,2014,7.2,915.0,Drama
Recep Ivedik 4,movie,2014,3.9,19377.0,Comedy
Goosebumps,movie,2015,6.3,99156.0,Adventure
Trailer Park Boys: Don't Legalize It,movie,2014,7.3,5141.0,Comedy
Una preciosa puesta de sol,movie,2003,6.0,77.0,Drama
Goodbye from the Heart,movie,2000,5.1,151.0,Comedy
Detective Conan: The Sniper from Another Dimension,movie,2014,6.7,1890.0,Action
Persecuted,movie,2014,3.5,1684.0,Action
Naranjo en flor,movie,2008,5.2,77.0,Drama
Tulip Fever,movie,2017,6.2,23872.0,Drama
Silent,movie,2014,6.3,571.0,Adventure
Miss Julie,movie,2013,4.4,177.0,Drama
Hallåhallå,movie,2014,5.6,572.0,Comedy
Coming out,movie,2013,5.0,1770.0,Comedy
What Ever Happened to Timi,movie,2014,5.6,1803.0,Comedy
Nymphomaniac: Vol. I,movie,2013,6.9,135582.0,Drama
A Monster Calls,movie,2016,7.4,96745.0,Adventure
That Girl in Pinafore,movie,2013,7.3,146.0,Comedy
Man in Love,movie,2014,6.9,1257.0,Drama
Carol,movie,2015,7.3,149074.0,Drama
The Legend of Tarzan,movie,2016,6.2,193813.0,Action
Alvin and the Chipmunks: The Road Chip,movie,2015,4.9,24351.0,Adventure
Our Miss Fred,movie,1972,5.4,226.0,Comedy
A Guest Is Coming,movie,1947,5.6,307.0,Thriller
Tiger & Bunny: The Rising,movie,2014,6.7,429.0,Action
The Extraordinary Tale,movie,2013,5.3,511.0,Comedy
Murder on Monday,movie,1952,6.7,872.0,Crime
Ju-on: The Beginning of the End,movie,2014,5.1,1830.0,Horror
Fantastic Beasts and Where to Find Them,movie,2016,7.2,526391.0,Adventure
Hilm Aziz,movie,2012,5.3,809.0,Comedy
I Am Soldier,movie,2014,4.6,2139.0,Action
Walk a Tightrope,movie,1963,6.2,275.0,Crime
How to Be Single,movie,2016,6.1,97187.0,Comedy
Cairo Road,movie,1950,5.5,279.0,Adventure
Simon,movie,2016,2.9,354.0,Thriller
Walad w Bent,movie,2010,6.4,155.0,Romance
Getúlio,movie,2014,6.7,1327.0,Biography
2 States,movie,2014,6.9,27809.0,Comedy
Fiksi.,movie,2008,7.7,614.0,Drama
Rayya wa Sakinah,movie,1952,6.8,287.0,Crime
The Moonraker,movie,1958,5.9,492.0,Action
Catatan (Harian) Si Boy,movie,2011,6.8,164.0,Action
Taken 3,movie,2014,6.0,210650.0,Action
La flûte magique,movie,1946,6.6,116.0,Animation
The Little Rascals Save the Day,movie,2014,5.1,2152.0,Comedy
Rakenrol,movie,2011,6.6,93.0,Comedy
Black Mass,movie,2015,6.8,198583.0,Biography
"The Other One: The Long, Strange Trip of Bob Weir",movie,2014,7.3,1858.0,Biography
The Misfits Club,movie,2014,5.6,1737.0,Drama
Murder Is a Murder,movie,1972,5.9,310.0,Crime
The Spaniard's Curse,movie,1958,5.7,271.0,Crime
Diamond Machine,movie,1955,4.8,138.0,Action
American Ultra,movie,2015,6.1,98623.0,Action
No Trees in the Street,movie,1959,6.0,308.0,Crime
Patong Girl,movie,2014,6.3,430.0,Adventure
Loucas pra Casar,movie,2015,5.8,1170.0,Comedy
Perdona Si Te Llamo Amor,movie,2014,6.4,3874.0,Romance
